rank,level,word,phonetic,meaning,full_meaning,example,source
11,,humpback,/ˈhʌmpbæk/,"n.驼背；座头鲸座头鲸 ，驼背 ，小鲑鱼                  hump, 驮背, back, 背.               humpback","n.驼背；座头鲸座头鲸 ，驼背 ，小鲑鱼                  hump, 驮背, back, 背.               humpback",,
12,,undisciplined,/ˌʌnˈdɪsəplɪnd/,adj.无训练的；混乱无纪律的无修养的 ，未受过训练的 ，难控制的 ，不遵守纪律的,adj.无训练的；混乱无纪律的无修养的 ，未受过训练的 ，难控制的 ，不遵守纪律的,,
13,六级、GRE、TOEFL,thrifty,/ˈθrɪfti/,adj.节约的；茂盛的；成功的节俭的 ，兴旺的 ，茁壮的,adj.节约的；茂盛的；成功的节俭的 ，兴旺的 ，茁壮的,,
14,GRE、TOEFL,empiricism,/ɪmˈpɪrɪsɪzəm/,n.经验主义；经验论经验主义 ，经验论,n.经验主义；经验论经验主义 ，经验论,,
15,,embarrassingly,/ɪmˈbærəsɪŋli/,adv.使人尴尬地；令人难堪地副词                                 embarrassingly,adv.使人尴尬地；令人难堪地副词                                 embarrassingly,,
16,,flabbergasted,/ˈflæbərɡæstɪd/,v.使…大吃一惊（flabbergast的过去式）adj.目瞪口呆的；大吃一惊的原型:flabbergasted 是 flabbergast 的过去式使大吃一惊                  词源不详. 可能来自 flabby 和 aghast 的合成词.,v.使…大吃一惊（flabbergast的过去式）adj.目瞪口呆的；大吃一惊的原型:flabbergasted 是 flabbergast 的过去式使大吃一惊                  词源不详. 可能来自 flabby 和 aghast 的合成词.,,
17,,indigo,/ˈɪndɪɡoʊ/,"n.靛蓝，靛蓝染料；靛蓝色；槐蓝属植物adj.靛蓝色的靛青 ，紫蓝色 词性：形容词 , 名词                  来自希腊语 indikon, 印度进口的蓝色染料, 词源同 India.      noun [ U ]uk/ˈɪn.dɪ.ɡəʊ/ us/ˈɪn.dɪ.ɡoʊ/   a bluish-purple colour靛蓝色  adjective ukus having a bluish-purple colour靛蓝色（的）         indigo","n.靛蓝，靛蓝染料；靛蓝色；槐蓝属植物adj.靛蓝色的靛青 ，紫蓝色 词性：形容词 , 名词                  来自希腊语 indikon, 印度进口的蓝色染料, 词源同 India.      noun [ U ]uk/ˈɪn.dɪ.ɡəʊ/ us/ˈɪn.dɪ.ɡoʊ/   a bluish-purple colour靛蓝色  adjective ukus having a bluish-purple colour靛蓝色（的）         indigo",,
18,,yawning,/jɔːnɪŋ/,n.打呵欠adj.打哈欠的，张着大嘴的v.打哈欠（yawn的ing形式）原型:yawning 是 yawn 的现在分词打呵欠，打哈欠的,n.打呵欠adj.打哈欠的，张着大嘴的v.打哈欠（yawn的ing形式）原型:yawning 是 yawn 的现在分词打呵欠 ，打哈欠的 ，裂开的 ，动词yawn的现在分词形式.                        adjective [ before noun ]uk/ˈjɔː.nɪŋ/ us/ˈjɑː.nɪŋ/   used to describe a difference or amount that is extremely large and difficult to reduce（差异或数量）巨大的，难以缩减的,,
19,,charmed,/tʃɑːrmd/,adj.着迷的；喜悦的v.迷住；对…行魔法,adj.着迷的；喜悦的v.迷住；对…行魔法；哄诱（charm的过去分词）原型:charmed 是 charm 的过去式和过去分词动词charm的过去式和过去分词. ，被迷住的 ，被魔法保护的                        adjectiveuk/tʃɑːmd/ us  charmed adjective,,
20,,loyalist,/ˈlɔɪəlɪst/,"n.忠诚的人；反对独立者                 来自 loyal, 忠诚的.      noun [ C ]uk/ˈlɔɪ.ə.lɪst/ us/ˈlɔɪ.ə.lɪst/   a person or group that strongly supports the government or ruler in power支持政府者；保皇派","n.忠诚的人；反对独立者                 来自 loyal, 忠诚的.      noun [ C ]uk/ˈlɔɪ.ə.lɪst/ us/ˈlɔɪ.ə.lɪst/   a person or group that strongly supports the government or ruler in power支持政府者；保皇派",,
21,,strenuously,/ˈstrenjuəsli/,adv.勤奋地；费力地奋发地 ，使劲地,adv.勤奋地；费力地奋发地 ，使劲地,,
22,,stretching,/stretʃ/,"n.伸长；展宽v.拉伸（stretch的ing形式）原型:stretching 是 stretch 的现在分词拉伸 ，动词stretch的现在分词形式. 词性：名词 , 形容词                                 stretching","n.伸长；展宽v.拉伸（stretch的ing形式）原型:stretching 是 stretch 的现在分词拉伸 ，动词stretch的现在分词形式. 词性：名词 , 形容词                                 stretching",,
23,,savory,/ˈseɪvəri/,n.开胃菜；香薄荷adj.可口的；风味极佳的,"n.开胃菜；香薄荷adj.可口的；风味极佳的；味美的香薄荷 ，美味可口的 ，香辣的 ，令人愉快的 ，体面的 词性：形容词 , 名词",,
24,,fifty-seven,,num.五十七五十七                                 fifty-seven,num.五十七五十七                                 fifty-seven,,
25,GRE,debase,/dɪˈbeɪs/,"vt.降低；使…贬值；掺杂时态:debased, debasing, debases贬低 ，降低质量、地位或价值","vt.降低；使…贬值；掺杂时态:debased, debasing, debases贬低 ，降低质量、地位或价值",,
26,,pontiff,/ˈpɑːntɪf/,"n.主教，教皇；罗马教宗主教 ，罗马教宗 ，祭司长                  来自拉丁语 pontifex, 主祭司, 教皇, 来自 pons, 桥, -fex, 做, 制造, 词源同 do, fact. 即修桥的人, 引申词义连接凡人和神的人, 后用做教皇尊称.      noun [ C ]uk/ˈpɒn.tɪf/ us/ˈpɑːn.t̬ɪf/   formal for pope (= leader of the","n.主教，教皇；罗马教宗主教 ，罗马教宗 ，祭司长                  来自拉丁语 pontifex, 主祭司, 教皇, 来自 pons, 桥, -fex, 做, 制造, 词源同 do, fact. 即修桥的人, 引申词义连接凡人和神的人, 后用做教皇尊称.      noun [ C ]uk/ˈpɒn.tɪf/ us/ˈpɑːn.t̬ɪf/   formal for pope (= leader of the",,
27,六级、GRE、TOEFL,peripheral,/pəˈrɪfərəl/,"adj.外围的；次要的；（神经）末梢区域的n.外部设备外围设备 ，外围的 ，不重要的 词性：形容词 , 名词","adj.外围的；次要的；（神经）末梢区域的n.外部设备外围设备 ，外围的 ，不重要的 词性：形容词 , 名词",,
28,,micromanage,/ˈmaɪkroʊmænɪdʒ/,"微观管理微管理                  micro-,微小的,manage","微观管理微管理                  micro-, 微小的, manage, 管理. 比喻用法.      verb [ T ]uk/ˈmaɪ.krəʊˌmæn.ɪdʒ/ us/ˈmaɪ.kroʊˌmæn.ɪdʒ/ often disapproving  to control every part of a situation, even small details细节管理",,
29,,escapee,/ɪˌskeɪˈpiː/,n.逃避者；逃亡者逃亡者 ，逃犯                        noun [,n.逃避者；逃亡者逃亡者 ，逃犯                        noun [,,
30,,re-examination,/ˌriː ɪɡˌzæmɪˈneɪʃn/,复查再检查重新审核复试复试                                 re-examination,复查再检查重新审核复试复试                                 re-examination,,
31,GRE,disinfect,/ˌdɪsɪnˈfekt/,"vt.将…消毒时态:disinfected, disinfecting, disinfects消毒 ，杀菌","vt.将…消毒时态:disinfected, disinfecting, disinfects消毒 ，杀菌",,
32,GRE,yielding,/ˈjiːldɪŋ/,n.屈服；让步；可缩性v.出产（yield的ing形式）,"n.屈服；让步；可缩性v.出产（yield的ing形式）；屈从adj.生产的；屈从的；易弯曲的；柔顺的原型:yielding 是 yield 的现在分词柔软的 ，听从的 ，生产的                  →记1: yielding→yield(v. 屈服, 屈从)+ing→柔顺的 yield→field(n. 土地)→屈从于土地的主人 (地主)来自 yield, 屈服, 顺从.【反】dogged（adj.顽固的）      adjectiveuk/ˈjiːl.dɪŋ/ us/ˈjiːl.dɪŋ/ formal yielding adjective",,
33,,reintroduction,/ˌriːɪntrəˈdʌkʃn/,n.再介绍；再引入重新引入 ，重新采用                                 reintroduction,n.再介绍；再引入重新引入 ，重新采用                                 reintroduction,,
34,,heredity,/həˈredəti/,n.遗传，遗传性遗传 ，遗传特征,n.遗传，遗传性遗传 ，遗传特征,,
35,,staining,/ˈsteɪnɪŋ/,"n.着色v.沾染（stain的ing形式）原型:staining 是 stain 的现在分词着色 ，生锈 ，动词stain的现在分词. 词性：名词 , 形容词                                 staining","n.着色v.沾染（stain的ing形式）原型:staining 是 stain 的现在分词着色 ，生锈 ，动词stain的现在分词. 词性：名词 , 形容词                                 staining",,
36,,emcee,/emˈsiː/,n.主持人；司仪vt.主持；做司仪,"n.主持人；司仪vt.主持；做司仪；介绍（演出的节目等）vi.做主持人；担任司仪时态:emceed, emceeing, emcees主持人 ，主持 ，司仪 ，担任主持人                  来自缩写词 M.",,
37,,isolating,/ˈaɪsəleɪtɪŋ/,v.使隔离；使绝缘（isolate的ing形式）adj.孤立的；绝缘的原型:isolating 是 isolate 的现在分词孤立的 ，绝缘的 ，动词isolate的现在分词.                                 isolating,v.使隔离；使绝缘（isolate的ing形式）adj.孤立的；绝缘的原型:isolating 是 isolate 的现在分词孤立的 ，绝缘的 ，动词isolate的现在分词.                                 isolating,,
38,,variegated,/ˈverɪɡeɪtɪd/,adj.杂色的；斑驳的；富于变化的v.成为杂色（variegate的过去式）原型:variegated 是 variegate 的过去式杂色的 ，斑驳的 ，形形色色的 ，动词variegate的过去式和过去分词形式.,adj.杂色的；斑驳的；富于变化的v.成为杂色（variegate的过去式）原型:variegated 是 variegate 的过去式杂色的 ，斑驳的 ，形形色色的 ，动词variegate的过去式和过去分词形式.,,
39,,waveform,/ˈweɪvfɔːrm/,n.[物][电子] 波形名词                                 waveform,n.[物][电子] 波形名词                                 waveform,,
40,,jeweled,/ˈdʒuːəld/,adj.饰有宝石的饰有宝石的                                 jeweled,adj.饰有宝石的饰有宝石的                                 jeweled,,
41,,self-styled,/ˌself ˈstaɪld/,adj.自称的，自封的自称的 ，自任的                        adjective [ before noun ]uk/ˌselfˈstaɪld/ us/ˌselfˈstaɪld/ usually disapproving  given a name or title by yourself without any official reason for it自封的；自称的,adj.自称的，自封的自称的 ，自任的                        adjective [ before noun ]uk/ˌselfˈstaɪld/ us/ˌselfˈstaɪld/ usually disapproving  given a name or title by yourself without any official reason for it自封的；自称的,,
42,,audiobook,/ˈɔːdioʊbʊk/,"n.有声读物（把文字录制成语音的“有声书”）有声读物                        noun [ C ]uk/ˈɔː.di.əʊ.bʊk/ us/ˈɑː.di.oʊ.bʊk/   a recording, on a","n.有声读物（把文字录制成语音的“有声书”）有声读物                        noun [ C ]uk/ˈɔː.di.əʊ.bʊk/ us/ˈɑː.di.oʊ.bʊk/   a recording, on a",,
43,,powwow,/ˈpaʊwaʊ/,n.仪式；巫师；医师vt.用巫术医治vi.商谈,"n.仪式；巫师；医师vt.用巫术医治vi.商谈；举行祈祷仪式时态:powwowed, powwowing, powwows帕瓦仪式 ，巫医 ，举行帕瓦仪式 ，议事会 词性：名词 , 动词                  来自北美土著语 powwaw, 萨满法师, 巫师, 巫师做法仪式. 后借用该词用于指现代意义上的讨论会, 理事会.      nounuk/ˈpaʊ.waʊ/ us/ˈpaʊ.waʊ/   [",,
44,GRE,pout,/paʊt/,"n.撅嘴；生气vt.撅嘴vi.撅嘴时态:pouted, pouting, pouts噘嘴 ，生气 ，绷脸 ，伸出 词性：动词 , 名词","n.撅嘴；生气vt.撅嘴vi.撅嘴时态:pouted, pouting, pouts噘嘴 ，生气 ，绷脸 ，伸出 词性：动词 , 名词",,
45,,mimetic,/mɪˈmetɪk/,"adj.模仿的；拟态的；类似的模仿的 ，模拟的                  来自 mime, 模仿, -etic, 形容词后缀.      adjectiveuk/mɪˈmet.ɪk/ us/-ˈmet̬-/ specialized  copying or appearing the same as something模仿的","adj.模仿的；拟态的；类似的模仿的 ，模拟的                  来自 mime, 模仿, -etic, 形容词后缀.      adjectiveuk/mɪˈmet.ɪk/ us/-ˈmet̬-/ specialized  copying or appearing the same as something模仿的",,
46,,dollhouse,/ˈdɑːlhaʊs/,n.玩偶之家；玩具屋；儿童游乐室玩具屋 ，儿童游乐室                     dollhouse 25 33,n.玩偶之家；玩具屋；儿童游乐室玩具屋 ，儿童游乐室                     dollhouse 25 33,,
47,GRE,capsize,/ˈkæpsaɪz/,vt.倾覆（特指船）；翻覆；弄翻vi.翻,"vt.倾覆（特指船）；翻覆；弄翻vi.翻；倾覆；翻覆时态:capsized, capsizing, capsizes倾覆 ，翻转                  可能来自词根 cap, 头, 见 captain, 拼写受 size 俗化. 即头往下栽的.【例】",,
48,,crisply,/ˈkrɪspli/,adv.清楚地；易碎地易碎地 ，斩钉截铁地 ，干脆地                                 crisply,adv.清楚地；易碎地易碎地 ，斩钉截铁地 ，干脆地                                 crisply,,
49,,culpa,/ˈkʊlpə/,n.疏忽，罪                                culpa,n.疏忽，罪                                culpa,,
50,,requiem,/ˈrekwɪəm/,n.安魂曲；追思弥撒安魂曲 ，安灵曲,n.安魂曲；追思弥撒安魂曲 ，安灵曲,,
51,,ruinous,/ˈruːɪnəs/,adj.破坏性的，毁灭性的；零落的破坏性的 ，零落的 ，招致毁减的,adj.破坏性的，毁灭性的；零落的破坏性的 ，零落的 ，招致毁减的,,
52,,slinky,/ˈslɪŋki/,"adj.（指女装）紧身的，线条优美的；鬼鬼祟祟的级别:slinkier, slinkiest紧身的 ，线条优美的 ，偷偷摸摸的                  来自古义 slink, 爬行, 摇摆, -y, 形容词后缀. 引申比喻义婀娜的, 性感的, 扭脚摆胯的.      adjectiveuk/ˈslɪŋ.ki/ us/ˈslɪŋ.ki/   (of women's clothes) made of delicate cloth and fitting the body closely in a way that is sexually attractive（女士服装）线条优美的，紧身而性感的 a slinky black dress性感的黑色紧身连衣裙","adj.（指女装）紧身的，线条优美的；鬼鬼祟祟的级别:slinkier, slinkiest紧身的 ，线条优美的 ，偷偷摸摸的                  来自古义 slink, 爬行, 摇摆, -y, 形容词后缀. 引申比喻义婀娜的, 性感的, 扭脚摆胯的.      adjectiveuk/ˈslɪŋ.ki/ us/ˈslɪŋ.ki/   (of women's clothes) made of delicate cloth and fitting the body closely in a way that is sexually attractive（女士服装）线条优美的，紧身而性感的 a slinky black dress性感的黑色紧身连衣裙",,
53,,subtropical,/ˌsʌbˈtrɑːpɪk(ə)l/,"adj.[地理] 亚热带的亚热带的                  sub-, 在下, tropical, 热带的.      adjectiveuk/ˌsʌbˈtrɒp.ɪ.kəl/ us/ˌsʌbˈtrɑː.pɪ.kəl/   belonging to or relating to parts of the world that are immediately south or north of the tropics (= the hottest areas) and have very hot weather at some times of the year亚热带的，副热带的 a subtropical climate亚热带气候","adj.[地理] 亚热带的亚热带的                  sub-, 在下, tropical, 热带的.      adjectiveuk/ˌsʌbˈtrɒp.ɪ.kəl/ us/ˌsʌbˈtrɑː.pɪ.kəl/   belonging to or relating to parts of the world that are immediately south or north of the tropics (= the hottest areas) and have very hot weather at some times of the year亚热带的，副热带的 a subtropical climate亚热带气候",,
54,,commissioning,/kəˈmɪʃnɪŋ/,n.试车；试运转v.委任；命令,n.试车；试运转v.委任；命令；委托制作（commission的ing形式）原型:commissioning 是 commission 的现在分词动词commission的现在分词形式.,,
55,,Mennonite,/ˈmenənaɪt/,"n. 门诺派教徒 门诺派的                 美国和加拿大一个新教教派的成员, 生活简朴. 来自其创始人 16 世纪荷兰宗教改革家 Menno Simons.               Mennonite","n. 门诺派教徒 门诺派的                 美国和加拿大一个新教教派的成员, 生活简朴. 来自其创始人 16 世纪荷兰宗教改革家 Menno Simons.               Mennonite",,
56,,mentee,/ˌmenˈtiː/,n.学习者，学员学习者 ，受指导者                                 mentee,n.学习者，学员学习者 ，受指导者                                 mentee,,
57,,public-sector,,国营部门经济；政府资助的企事业；社会经济的公有部份公用事业                                 public-sector,国营部门经济；政府资助的企事业；社会经济的公有部份公用事业                                 public-sector,,
58,,afro,/ˈæfroʊ/,n.圆蓬式发型；非洲式发型adj.圆蓬式的；（美国）黑人的                       noun [ C ]uk/ˈæf.rəʊ/ us/ˈæf.roʊ/ plural,n.圆蓬式发型；非洲式发型adj.圆蓬式的；（美国）黑人的                       noun [ C ]uk/ˈæf.rəʊ/ us/ˈæf.roʊ/ plural,,
59,GRE,manifold,/ˈmænɪfoʊld/,vt.复写，复印；增多；使……多样化adj.多方面的，有许多部分的,"vt.复写，复印；增多；使……多样化adj.多方面的，有许多部分的；各式各样的n.多种；复印本时态:manifolded, manifolding, manifolds多方面的 ，多种 ，复印本 ，多种的 ，复写 ，增多 ，多支管 ，繁殖 词性：形容词 , 名词                  →记1: manifold→mani(=many 许多)+fold(由…部分组成)→由许多部分组成→繁多的 →参考: fivefold(n. 五倍)来自古英语 manigfeald, 即 many fold, 许多倍.繁多的(mani=many)[-fold表形容词或副词""""倍,双重""""]【记】mani＝many，fold（n.折叠）－多种多样的；繁多的      adjectiveuk/ˈmæn.ɪ.fəʊld/ us/ˈmæn.ə.foʊld/ formal  many and of several different types繁多的，多种多样的",,
60,GRE,inexhaustible,/ˌɪnɪɡˈzɔːstəb(ə)l/,adj.用不完的；不知疲倦的无穷的 ，用不完的 ，不知疲倦的,adj.用不完的；不知疲倦的无穷的 ，用不完的 ，不知疲倦的,,
61,,impulsively,/ɪmˈpʌlsɪvli/,adv.有推动力地有推动力地 ，冲动地                                 impulsively,adv.有推动力地有推动力地 ，冲动地                                 impulsively,,
62,,impound,/ɪmˈpaʊnd/,"vt.没收；拘留；将…关在圈中时态:impounded, impounding, impounds扣押 ，没收 ，蓄水 ，关在栏中","vt.没收；拘留；将…关在圈中时态:impounded, impounding, impounds扣押 ，没收 ，蓄水 ，关在栏中",,
63,,tuba,/ˈtuːbə/,"n.大号，低音兼次中音大号；（管风琴的）簧管音栓低音大喇叭                  来自拉丁语 tuba, 喇叭, 军号, 管子, 可能来自 tibia, 芦苇管, 胫骨, 词源同 tibia.   tuba 27 98","n.大号，低音兼次中音大号；（管风琴的）簧管音栓低音大喇叭                  来自拉丁语 tuba, 喇叭, 军号, 管子, 可能来自 tibia, 芦苇管, 胫骨, 词源同 tibia.   tuba 27 98",,
64,,hyperlink,/ˈhaɪpərlɪŋk/,"n.超链接名词                  hyper-,超过的,超级的","n.超链接名词                  hyper-, 超过的, 超级的, link, 链接.      noun [ C ]uk/ˈhaɪ.pə.lɪŋk/ us/ˈhaɪ.pɚ.lɪŋk/   a connection that allows you to move easily between two computer documents or two pages on the internet超链接",,
65,,homebuyer,/ˈhoʊmbaɪər/,购房者购房者                                 homebuyer,购房者购房者                                 homebuyer,,
66,,tapa,"/'tɑ:pə, -pɑ:, 'tæpə/",n.塔帕纤维布；树皮布树皮布                                 tapa,n.塔帕纤维布；树皮布树皮布                                 tapa,,
67,,warlock,/ˈwɔːrlɑːk/,"n.术士；魔术师术士 ，男巫师                  来自古英语 waerloga, 撒谎者, 背叛者, 魔鬼, 来自 waer-, 真实, 协议, 契约, 词源同 verify, -loga, 撒谎, 词源同 lie. 其字面意思即背叛契约者, 引申义魔鬼, 男巫, 术士.      noun [ C ]uk/ˈwɔː.lɒk/ us/ˈwɔːr.lɑːk/   a man who is believed to have magical powers, usually to do evil男巫，术士","n.术士；魔术师术士 ，男巫师                  来自古英语 waerloga, 撒谎者, 背叛者, 魔鬼, 来自 waer-, 真实, 协议, 契约, 词源同 verify, -loga, 撒谎, 词源同 lie. 其字面意思即背叛契约者, 引申义魔鬼, 男巫, 术士.      noun [ C ]uk/ˈwɔː.lɒk/ us/ˈwɔːr.lɑːk/   a man who is believed to have magical powers, usually to do evil男巫，术士",,
68,GRE,walrus,/ˈwɔːlrəs/,n.海象海象                  →记1: walrus→surlaw→sure(ad. 当然)+law(n. 法律)→法律当然会保护海象的了 可能来自古诺斯语,n.海象海象                  →记1: walrus→surlaw→sure(ad. 当然)+law(n. 法律)→法律当然会保护海象的了 可能来自古诺斯语.【记】读：我弱死。跟walrus比起来我弱死了。   walrus 11 68 Mammals III   1. leopard  2. tiger  2a. claw  3. lion  4. cat  5. kitten  6. fox  7. raccoon  8. skunk,,
69,,gummy,/ˈɡʌmi/,adj.粘性的，胶粘的；含树胶的；肿的（脚踝或腿）,adj.粘性的，胶粘的；含树胶的；肿的（脚踝或腿）；拙劣的，讨厌的（俚语）黏性的                        adjectiveuk/ˈɡʌm.i/ us/ˈɡʌm.i/  gummy adjective,,
70,,licorice,/ˈlɪkərɪʃˌˈlɪkərɪs/,n.欧亚甘草；甘草汁；甘草糖（等于liquorice）欧亚甘草 ，甘草精                        noun [ U ]uk/ˈlɪk.ər.ɪs/ /ˈlɪk.ər.ɪʃ/ us/ˈlɪk.ɚ.ɪʃ/ /ˈlɪk.ɚ.ɪs/   mainly,n.欧亚甘草；甘草汁；甘草糖（等于liquorice）欧亚甘草 ，甘草精                        noun [ U ]uk/ˈlɪk.ər.ɪs/ /ˈlɪk.ər.ɪʃ/ us/ˈlɪk.ɚ.ɪʃ/ /ˈlɪk.ɚ.ɪs/   mainly,,
71,,Virginian,/və'dʒinjən/,n.弗吉尼亚州的人adj.维吉尼亚州的                                Virginian,n.弗吉尼亚州的人adj.维吉尼亚州的                                Virginian,,
72,,home-based,,[网络]家庭本位模式；家庭为主；居家式                                home-based,[网络]家庭本位模式；家庭为主；居家式                                home-based,,
73,GRE,jeer,/dʒɪr/,n.嘲笑；戏弄；揶揄的言语vi.嘲笑,"n.嘲笑；戏弄；揶揄的言语vi.嘲笑；戏弄vt.嘲笑；戏弄时态:jeered, jeering, jeers嘲笑 ，嘲弄 ，揶揄 ，奚落 ，讥评 词性：动词 , 名词",,
74,,infantryman,/ˈɪnfəntrimən/,n.步兵步兵                        noun [ C ]uk/ˈɪn.fən.tri.mən/ /ˈɪn.fən.tri.mæn/ us/ˈɪn.fən.tri.mən/ /ˈɪn.fən.tri.mæn/ plural -men uk/-mən/ /-men/ us  a soldier who fights on foot步兵          infantryman,n.步兵步兵                        noun [ C ]uk/ˈɪn.fən.tri.mən/ /ˈɪn.fən.tri.mæn/ us/ˈɪn.fən.tri.mən/ /ˈɪn.fən.tri.mæn/ plural -men uk/-mən/ /-men/ us  a soldier who fights on foot步兵          infantryman,,
75,,regalia,/rɪˈɡeɪliə/,"n.标记；徽章；王权王权的标志 ，王袍                  来自拉丁语 regalia, 王室标志, 词源同 regal. -a, 表复数. 原指王室成员在特定场合穿戴的象征王权的服饰, 后词义通用化, 引申词义标记, 徽章等.      noun [ U ]uk/rɪˈɡeɪ.li.ə/ us/rɪˈɡeɪ.li.ə/   official and traditional special clothes and decorations, especially those worn or carried in formal ceremonies（尤指供出席典礼等场合用的）盛装，礼服，特别服饰，特别物品","n.标记；徽章；王权王权的标志 ，王袍                  来自拉丁语 regalia, 王室标志, 词源同 regal. -a, 表复数. 原指王室成员在特定场合穿戴的象征王权的服饰, 后词义通用化, 引申词义标记, 徽章等.      noun [ U ]uk/rɪˈɡeɪ.li.ə/ us/rɪˈɡeɪ.li.ə/   official and traditional special clothes and decorations, especially those worn or carried in formal ceremonies（尤指供出席典礼等场合用的）盛装，礼服，特别服饰，特别物品",,
76,,starched,/stɑːrtʃt/,adj.僵硬的；拘泥刻板的；硬挺的vi.给…上浆（starch的过去式及过去分词）原型:starched 是 starch 的过去式和过去分词浆硬的 ，拘泥刻板的 ，硬而挺的 ，动词starch的过去式和过去分词形式.                                 starched,adj.僵硬的；拘泥刻板的；硬挺的vi.给…上浆（starch的过去式及过去分词）原型:starched 是 starch 的过去式和过去分词浆硬的 ，拘泥刻板的 ，硬而挺的 ，动词starch的过去式和过去分词形式.                                 starched,,
77,,frigging,/ˈfrɪɡɪŋ/,adj.受诅咒的；可恨的；该死的v.欺骗,"adj.受诅咒的；可恨的；该死的v.欺骗；性交；诅咒（frig的现在分词）adv.该死地原型:frigging 是 frig 的现在分词                 来自 fucking 的委婉语.      adjective [ before noun ], adverbuk/ˈfrɪɡ.ɪŋ/ us/ˈfrɪɡ.ɪŋ/ offensive  used to give more force to an expression of anger该死的；他妈的",,
78,,long-term-care,,[网络]长期照护；长期照顾；长期护理                                long-term-care,[网络]长期照护；长期照顾；长期护理                                long-term-care,,
79,,mace,/meɪs/,"n.狼牙棒；权杖                 →记1: mace→came(vbl. 来)→来之不易的权杖 →记2: mace 音“没死”→被权杖打中头部居然没死 →评注: 权杖代表了人世间的最高权利,想要得到它当然并非易事 →参考: acme(n. 顶点), sceptre(n. 权杖) 【记】ma妈妈，ce读：死－能让你妈死的东西－权杖（君子与庶民同罪） 【类】cornucopia:abundance＝mace:authority丰饶角象征富饶＝权杖象征权力专有名词, 来自 mace, 狼牙棒, 武器. mace 权杖, 狼牙棒      nounuk us  mace noun","n.狼牙棒；权杖                 →记1: mace→came(vbl. 来)→来之不易的权杖 →记2: mace 音“没死”→被权杖打中头部居然没死 →评注: 权杖代表了人世间的最高权利,想要得到它当然并非易事 →参考: acme(n. 顶点), sceptre(n. 权杖) 【记】ma妈妈，ce读：死－能让你妈死的东西－权杖（君子与庶民同罪） 【类】cornucopia:abundance＝mace:authority丰饶角象征富饶＝权杖象征权力专有名词, 来自 mace, 狼牙棒, 武器. mace 权杖, 狼牙棒      nounuk us  mace noun",,
80,GRE,skimp,/skɪmp/,vi.节省；不够用心vt.克扣；对…不够用心,"vi.节省；不够用心vt.克扣；对…不够用心；舍不得给；少给adj.少的；不足的时态:skimped, skimping, skimps克扣 ，节省 ，舍不得给 ，不足的 ，少的 ，敷衍",,
