rank,level,word,phonetic,meaning,full_meaning,example,source
11,,imperfectly,/ɪmˈpɜːrfɪktli/,adv.有缺点地；不完美地；未完成地有缺点地 ，不完全地 ，不完备地                                 imperfectly,adv.有缺点地；不完美地；未完成地有缺点地 ，不完全地 ，不完备地                                 imperfectly,,
12,,womanly,/ˈwʊmənli/,adj.像女人的；有女子气质的adv.像女人地；适合于妇女地有女子气质的 ，女子特有的 ，女子般的                        adjectiveuk/ˈwʊm.ən.li/ us/ˈwʊm.ən.li/,adj.像女人的；有女子气质的adv.像女人地；适合于妇女地有女子气质的 ，女子特有的 ，女子般的                        adjectiveuk/ˈwʊm.ən.li/ us/ˈwʊm.ən.li/,,
13,,doormat,/ˈdɔːrmæt/,n.门垫；擦鞋垫门垫 ，受气包                        noun [ C ]uk/ˈdɔː.mæt/ us/ˈdɔːr.mæt/  doormat noun [,n.门垫；擦鞋垫门垫 ，受气包                        noun [ C ]uk/ˈdɔː.mæt/ us/ˈdɔːr.mæt/  doormat noun [,,
14,,pampered,/ˈpæmpərd/,v.饮食过多；纵容（pamper的过去分词形式）adj.饮食过量的；饮食奢侈的原型:pampered 是 pamper 的过去式和过去分词饮食过量的 ，饮食奢侈的 ，娇惯的 ，动词pamper的过去式和过去分词.                                 pampered,v.饮食过多；纵容（pamper的过去分词形式）adj.饮食过量的；饮食奢侈的原型:pampered 是 pamper 的过去式和过去分词饮食过量的 ，饮食奢侈的 ，娇惯的 ，动词pamper的过去式和过去分词.                                 pampered,,
15,小学、初中、高中、四级、考研、GRE,cow,/kaʊ/,"n.奶牛，母牛；母兽vt.威胁，恐吓时态:cowed, cowing, cows母牛 ，恐吓 ，雌象 ，雌鲸 ，雌犀牛 词性：名词 , 动词","n.奶牛，母牛；母兽vt.威胁，恐吓时态:cowed, cowing, cows母牛 ，恐吓 ，雌象 ，雌鲸 ，雌犀牛 词性：名词 , 动词",,
16,初中、高中、四级、考研,cream,/kriːm/,n.奶油，乳脂；精华；面霜,"n.奶油，乳脂；精华；面霜；乳酪时态:creamed, creaming, creams奶油 ，面霜 ，乳酪 ，精华 ，米色 ，使成糊状 词性：名词 , 形容词 , 动词",,
17,GRE,circuitous,/sərˈkjuːɪtəs/,adj.迂曲的；绕行的；迂回线路的迂回的 ，绕行的,adj.迂曲的；绕行的；迂回线路的迂回的 ，绕行的,,
18,GRE,contrite,/kənˈtraɪt/,adj.悔悟了的；后悔的；悔罪的后悔的 ，悔悟了的 ，痛悔的,adj.悔悟了的；后悔的；悔罪的后悔的 ，悔悟了的 ，痛悔的,,
19,,coleslaw,/ˈkoʊlslɔː/,n.凉拌卷心菜（等于coldslaw）凉拌卷心菜,n.凉拌卷心菜（等于coldslaw）凉拌卷心菜,,
20,,origami,/ˌɔːrɪˈɡɑːmi/,"n.折纸手工；折纸手工品名词                  来自日语, ori, 折, kami, 纸.      noun [ U ]uk/ˌɒr.ɪˈɡɑː.mi/ us/ˌɔːr.ɪˈɡɑː.mi/   the art of making objects for decoration by folding sheets of paper into shapes折纸艺术","n.折纸手工；折纸手工品名词                  来自日语, ori, 折, kami, 纸.      noun [ U ]uk/ˌɒr.ɪˈɡɑː.mi/ us/ˌɔːr.ɪˈɡɑː.mi/   the art of making objects for decoration by folding sheets of paper into shapes折纸艺术",,
21,,rule-making,,[网络]制定规则；规则的制定；规则制定                                rule-making,[网络]制定规则；规则的制定；规则制定                                rule-making,,
22,GRE,nauseate,/ˈnɔːzieɪt/,vi.作呕；厌恶；产生恶感vt.使厌恶,"vi.作呕；厌恶；产生恶感vt.使厌恶；使恶心；使作呕时态:nauseated, nauseating, nauseates厌恶 ，作呕 ，产生恶感",,
23,GRE,conjoin,/kənˈdʒɔɪn/,"vi.结合；连结vt.使结合；使联合时态:conjoined, conjoining, conjoins结合 ，联合 ，连结                  con-, 强调. -join, 连接.【记】join（n.结合","vi.结合；连结vt.使结合；使联合时态:conjoined, conjoining, conjoins结合 ，联合 ，连结                  con-, 强调. -join, 连接.【记】join（n.结合；参加）      verb [",,
24,,rechargeable,/ˌriːˈtʃɑːrdʒəbl/,adj.可再充电的；收费的可再充电的                        adjectiveuk/riːˈtʃɑː.dʒə.bəl/ us/riːˈtʃɑːr.dʒə.bəl/   able to be recharged可充电的 a rechargeable battery充电电池          rechargeable,adj.可再充电的；收费的可再充电的                        adjectiveuk/riːˈtʃɑː.dʒə.bəl/ us/riːˈtʃɑːr.dʒə.bəl/   able to be recharged可充电的 a rechargeable battery充电电池          rechargeable,,
25,六级,snore,/snɔːr/,"n.鼾声vt.打鼾vi.打呼噜；打着鼾声渡过时态:snored, snoring, snores打鼾 ，鼾声 ，打呼噜 词性：动词 , 名词","n.鼾声vt.打鼾vi.打呼噜；打着鼾声渡过时态:snored, snoring, snores打鼾 ，鼾声 ，打呼噜 词性：动词 , 名词",,
26,,woeful,/ˈwoʊfl/,adj.悲哀的；悲惨的；遗憾的,adj.悲哀的；悲惨的；遗憾的；不幸的悲伤的 ，悲哀的 ，不幸的                        adjectiveuk/ˈwəʊ.fəl/ us/ˈwoʊ.fəl/  woeful adjective,,
27,,higher-up,/ˌhaɪər ˈʌp/,"n.上级；上司；大人物上级 ，上司 ，大人物 词性：名词 , 形容词                        noun [ C ]uk/ˌhaɪ.ərˈʌp/ us/ˌhaɪ.ɚˈʌp/ informal  someone with a more important position than you in an organization（机构中的）高层人物，要员","n.上级；上司；大人物上级 ，上司 ，大人物 词性：名词 , 形容词                        noun [ C ]uk/ˌhaɪ.ərˈʌp/ us/ˌhaɪ.ɚˈʌp/ informal  someone with a more important position than you in an organization（机构中的）高层人物，要员",,
28,,trundle,/ˈtrʌndl/,n.滚动；小脚轮vt.使滚动；运送vi.滚动,"n.滚动；小脚轮vt.使滚动；运送vi.滚动；移动时态:trundled, trundling, trundles滚动 ，运送 ，转动 ，滚 ，小车轮 ，慢步走 ，脚轮 ，旋转 词性：动词 , 名词                  来自中古英语 trendle, 轮子, 圈, 来自中英语 trendel, 小环, 词源同 trend, 河流转弯处, 趋势. -le, 表反复. 引申词义缓慢而沉重的走.      verbuk/ˈtrʌn.dəl/ us/ˈtrʌn.dəl/   [",,
29,,frugality,/fruːˈɡæləti/,n.俭省，节俭节俭 ，俭省,n.俭省，节俭节俭 ，俭省,,
30,GRE,unpalatable,/ʌnˈpælətəb(ə)l/,adj.味道差的，难吃的；讨人厌的，使人不快的不好吃的 ，让人不快的 ，不可口的,adj.味道差的，难吃的；讨人厌的，使人不快的不好吃的 ，让人不快的 ，不可口的,,
31,,undeclared,/ˌʌndɪˈklerd/,adj.未申报的；未经宣布的未经宣布的 ，不公开的 ，未报关的                                 undeclared,adj.未申报的；未经宣布的未经宣布的 ，不公开的 ，未报关的                                 undeclared,,
32,,grafting,/ˈɡræftɪŋ/,n.嫁接法；移植法v.[农学] 嫁接；接合,n.嫁接法；移植法v.[农学] 嫁接；接合；接受移植（graft的ing形式）原型:grafting 是 graft 的现在分词嫁接 ，动词graft的现在分词形式.                                 grafting,,
33,,lioness,/ˈlaɪənes/,n.母狮子；雌狮母狮子,n.母狮子；雌狮母狮子,,
34,,whoosh,/wʊʃ; wuːʃ/,n.嘶嘶声；飞快的移动vt.使飞快地移动int.呼；（飞速行进等发出的声音）嗖vi.飞快地移动,"n.嘶嘶声；飞快的移动vt.使飞快地移动int.呼；（飞速行进等发出的声音）嗖vi.飞快地移动；发出嘶嘶声时态:whooshed, whooshing, whooshes嗖的一声 ，飞快地移动 词性：名词 , 感叹词 , 动词                  拟声词.      nounuk/wʊʃ/ us/wʊʃ/ informal  [",,
35,四级、六级、考研、GRE、TOEFL,gross,/ɡroʊs/,n.总额，总数adj.总共的；粗野的；恶劣的,"n.总额，总数adj.总共的；粗野的；恶劣的；显而易见的vt.总共收入时态:grossed, grossing, grosses级别:grosser, grossest总额 ，总量 ，总的 ，总共赚得 ，粗鲁的 ，令人讨厌的 ，公然的 ，总共地 ，荒唐的 词性：形容词 , 动词 , 名词",,
36,,guardrail,/ˈɡɑrdˌrel/,n.护栏；栏杆；[铁路] 护轨护栏,n.护栏；栏杆；[铁路] 护轨护栏,,
37,,vociferous,/voʊˈsɪfərəs/,adj.大声叫的；喊叫的，喧嚷的喧哗的 ，大叫大嚷的,adj.大声叫的；喊叫的，喧嚷的喧哗的 ，大叫大嚷的,,
38,,waterborne,/ˈwɔːtərbɔːrn/,adj.水运的；水传播的；由水浮起的水传播的 ，水运的 ，水上的                        adjectiveuk/ˈwɔː.tə.bɔːn/ us/ˈwɑː.t ̬ɚ.bɔːrn/   carried by or through water水运的,adj.水运的；水传播的；由水浮起的水传播的 ，水运的 ，水上的                        adjectiveuk/ˈwɔː.tə.bɔːn/ us/ˈwɑː.t ̬ɚ.bɔːrn/   carried by or through water水运的；由水传播的,,
39,,wariness,/ˈwerinəs/,n.谨慎，小心小心 ，注意,n.谨慎，小心小心 ，注意,,
40,,tellingly,/ˈtelɪŋli/,adv.有效地；显著地有效地 ，显著地                                 tellingly,adv.有效地；显著地有效地 ，显著地                                 tellingly,,
41,GRE,tussle,/ˈtʌs(ə)l/,"n.争斗，扭打vi.打斗；扭打；剧烈的斗争时态:tussled, tussling, tussles扭打 ，打斗 ，斗争 ，论争 词性：名词 , 动词                  →记1: tussle→tousle(v. 弄乱)→扭打中弄乱了头发来自 tousle 拼写变体, 来自 tease, 拔羊毛, -le, 表反复. 引申词义扭打, 争斗.      verb [ I ]uk/ˈtʌs.əl/ us/ˈtʌs.əl/  tussle verb [","n.争斗，扭打vi.打斗；扭打；剧烈的斗争时态:tussled, tussling, tussles扭打 ，打斗 ，斗争 ，论争 词性：名词 , 动词                  →记1: tussle→tousle(v. 弄乱)→扭打中弄乱了头发来自 tousle 拼写变体, 来自 tease, 拔羊毛, -le, 表反复. 引申词义扭打, 争斗.      verb [ I ]uk/ˈtʌs.əl/ us/ˈtʌs.əl/  tussle verb [",,
42,,translated,/trænsˈleɪt/,n.译本v.翻译（translate的过去分词）原型:translated 是 translate 的过去式和过去分词翻译，解释，转移,n.译本v.翻译（translate的过去分词）原型:translated 是 translate 的过去式和过去分词翻译 ，解释 ，转移 ，调动                                 translated,,
43,,marbled,/ˈmɑːrbld/,adj.大理石的；有大理石般色彩纹理的v.把…弄上大理石花纹（marble的过去分词）原型:marbled 是 marble 的过去式和过去分词                       adjectiveuk/ˈmɑː.bəld/ us/ˈmɑːr.bəld/   decorated with a delicate pattern consisting of lines and areas of colour具有大理石花纹的,adj.大理石的；有大理石般色彩纹理的v.把…弄上大理石花纹（marble的过去分词）原型:marbled 是 marble 的过去式和过去分词                       adjectiveuk/ˈmɑː.bəld/ us/ˈmɑːr.bəld/   decorated with a delicate pattern consisting of lines and areas of colour具有大理石花纹的,,
44,,bandana,/bænˈdænə/,"n.大手帕（花色丝质的）=bandanna. ，印花大手帕                  来自印度语, 词源同 band, 指印度一种把布绑在一起进行扎染的技术, 通常颜色会比较鲜艳.      noun [","n.大手帕（花色丝质的）=bandanna. ，印花大手帕                  来自印度语, 词源同 band, 指印度一种把布绑在一起进行扎染的技术, 通常颜色会比较鲜艳.      noun [",,
45,,site-specific,,n.特定场地adj.位点专一的特定场地                                 site-specific,n.特定场地adj.位点专一的特定场地                                 site-specific,,
46,,modeler,/ˈmɑːdələr/,n.塑造者；制造模型者（model的名词形式）模型 ，模范 ，模特儿 ，模仿 ，模范的 ，塑造 ，做模型 ，作模型用的                                 modeler,n.塑造者；制造模型者（model的名词形式）模型 ，模范 ，模特儿 ，模仿 ，模范的 ，塑造 ，做模型 ，作模型用的                                 modeler,,
47,,R-rated,/'ɑ:reitid/,n.限制级；R级片                       adjectiveuk/ˈɑː.reɪ.tɪd/ us/ˈɑː.reɪ.t̬ɪd/ US  (of movies) only allowed to be watched by people younger than 17 if they are with an adult （电影分级）17岁以下未成年人必须由成年人陪同观看的          R-rated,n.限制级；R级片                       adjectiveuk/ˈɑː.reɪ.tɪd/ us/ˈɑː.reɪ.t̬ɪd/ US  (of movies) only allowed to be watched by people younger than 17 if they are with an adult （电影分级）17岁以下未成年人必须由成年人陪同观看的          R-rated,,
48,,soiree,/swɑːˈreɪ/,"n.（法）晚会；社交聚会；黄昏时的聚会晚会 ，黄昏时的聚会                  来自法 soiree, 晚会, 聚会, 来自 soir, 晚上, 夜晚, 来自拉丁语 serum, 夜晚, 来自 serus, 晚的, 来自 se, 晚的.","n.（法）晚会；社交聚会；黄昏时的聚会晚会 ，黄昏时的聚会                  来自法 soiree, 晚会, 聚会, 来自 soir, 晚上, 夜晚, 来自拉丁语 serum, 夜晚, 来自 serus, 晚的, 来自 se, 晚的.",,
49,考研,disgrace,/dɪsˈɡreɪs/,n.耻辱；丢脸的人或事；失宠vt.使……失宠,"n.耻辱；丢脸的人或事；失宠vt.使……失宠；给……丢脸；使……蒙受耻辱；贬黜时态:disgraced, disgracing, disgraces耻辱 ，丢脸 词性：名词 , 动词",,
50,,disbursement,/dɪsˈbɜːrsmənt/,n.支出，支付支付 ，支出,n.支出，支付支付 ，支出,,
51,,pre-industrial,,adj.工业化以前的工业化以前的                                 pre-industrial,adj.工业化以前的工业化以前的                                 pre-industrial,,
52,,peephole,/ˈpiːphoʊl/,n.窥视孔窥孔 ，门镜                        noun [ C ]uk/ˈpiːp.həʊl/ us/ˈpiːp.hoʊl/,n.窥视孔窥孔 ，门镜                        noun [ C ]uk/ˈpiːp.həʊl/ us/ˈpiːp.hoʊl/,,
53,,derisive,/dɪˈraɪsɪv/,"adj.嘲笑的，嘲弄的；可付之一笑的嘲弄的                  来自 deride, 嘲笑.嘲笑的;可笑的(de+ris+ive)[","adj.嘲笑的，嘲弄的；可付之一笑的嘲弄的                  来自 deride, 嘲笑.嘲笑的;可笑的(de+ris+ive)[",,
54,GRE,prude,/pruːd/,n.拘守礼仪的人；故做正经的女人过份正经的女人,n.拘守礼仪的人；故做正经的女人过份正经的女人,,
55,,carpool,/ˈkɑːrpuːl/,"vt.合伙使用汽车vi.合伙使用汽车拼车，合伙使用汽车                        noun [ C,  + sing/pl verb ]uk/ˈkɑːˌpuːl/ us/ˈkɑːrˌpuːl/  carpool noun [ C  + sing/pl verb ] PEOPLE  a group of people who travel together, especially to work or school, usually in a different member's car each day合伙用车的一群人，拼车族（尤指上下班或上学、放学一起走的一群人","vt.合伙使用汽车vi.合伙使用汽车拼车 ，合伙使用汽车                        noun [ C,  + sing/pl verb ]uk/ˈkɑːˌpuːl/ us/ˈkɑːrˌpuːl/  carpool noun [ C  + sing/pl verb ] PEOPLE  a group of people who travel together, especially to work or school, usually in a different member's car each day合伙用车的一群人，拼车族（尤指上下班或上学、放学一起走的一群人，通常每天用其中一人的车）  carpool noun [ C  + sing/pl verb ] CARS  a group of cars, owned by a company or other organization, that can be used by any of its employees（公司等的）公用车队          carpool",,
56,,camo,/kæmoʊ/,"保护色迷彩服，保护色，伪装的                        noun [ U ]uk/ˈkæm.əʊ/ us/ˈkæm.oʊ/ informal  clothes made from cloth in a mixture of colours, usually green and brown, like the clothes that soldiers wear to avoid being seen迷彩服","保护色迷彩服 ，保护色 ，伪装的                        noun [ U ]uk/ˈkæm.əʊ/ us/ˈkæm.oʊ/ informal  clothes made from cloth in a mixture of colours, usually green and brown, like the clothes that soldiers wear to avoid being seen迷彩服，野战服 guys in camo and hunting hats身穿迷彩服，头戴狩猎帽的男人们  adjective [ only before noun ] uk/ˈkæm.əʊ/ us/ˈkæm.oʊ/ informal  made from cloth in a mixture of colours, usually green and brown, like the clothes that soldiers wear迷彩服做的 his new camo jacket他的迷彩服式的新衣  See also camouflage          camo",,
57,GRE,dodge,/dɑːdʒ/,"n.躲闪；托词vi.躲避，避开vt.躲避，避开n.道奇（汽车品牌）时态:dodged, dodging, dodges躲避 ，避开 ，诡计","n.躲闪；托词vi.躲避，避开vt.躲避，避开n.道奇（汽车品牌）时态:dodged, dodging, dodges躲避 ，避开 ，诡计",,
58,,mic,/maɪk/,abbr. 麦克风，话筒（microphone） n. （Mic）（阿、瑞）米克（人名）                       nounuk us   informal formicrophone 扩音器，麦克风,abbr. 麦克风，话筒（microphone） n. （Mic）（阿、瑞）米克（人名）                       nounuk us   informal formicrophone 扩音器，麦克风，话筒（microphone 的非正式说法）          mic,,
59,,Columbian,/kəˈlʌmbiən/,adj. （与）美国（有关）的；（与）哥伦布（有关）的 n. （印刷）一种活字                                Columbian,adj. （与）美国（有关）的；（与）哥伦布（有关）的 n. （印刷）一种活字                                Columbian,,
60,,consummation,/ˌkɑːnsəˈmeɪʃn/,n.圆满成功；完成；成就,"n.圆满成功；完成；成就；达到极点实现 ，圆满 ，终结                  成就;极点(con+summ+ation)[sum,summ=addup,表示""""总,加""""]      noun [ U ]uk/ˌkɒn.səˈmeɪ.ʃən/ us/ˌkɑːn.səˈmeɪ.ʃən/  consummation noun [",,
61,,obit,/ˈobɪt/,n.讣告（等于obituary）；忌辰；葬礼,n.讣告（等于obituary）；忌辰；葬礼,,
62,GRE,occidental,/ˌɑːksɪˈdentl/,n.西方人；欧美人adj.西方的；西洋的西方人 ，西方的 ，西洋的 ，西洋人,n.西方人；欧美人adj.西方的；西洋的西方人 ，西方的 ，西洋的 ，西洋人,,
63,,retest,/ˌriːˈtest/,"n.再测验；再考验vt.再考验；[试验] 重复测试重复测试 ，再测试 词性：动词 , 名词                                 retest","n.再测验；再考验vt.再考验；[试验] 重复测试重复测试 ，再测试 词性：动词 , 名词                                 retest",,
64,,scrambling,/ˈskræmblɪŋ/,n.不规则性；加扰；混乱,n.不规则性；加扰；混乱；攀登v.争夺；攀登；仓促地做；混杂（scramble的ing形式）原型:scrambling 是 scramble 的现在分词爬 ，动词scramble的现在分词形式.                        noun [ U ]uk/ˈskræm.blɪŋ/ us/ˈskræm.blɪŋ/   → motocross 摩托车越野赛（同 motocross）          scrambling,,
65,,ecotourism,/ˈiːkoʊtʊrɪzəm/,"n.生态旅游，生态旅行（前往生态资源未被破坏的地方旅行）生态旅游                  eco-, 家, 生态. tourism, 旅游.      noun [ U ]uk/ˈiː.kəʊˌtʊə.rɪ.zəm/ us/ˈiː.koʊˌtʊr.ɪ.zəm/   the business of organizing holidays to places of natural beauty in a way that helps local people and does not damage the environment生态旅游          ecotourism","n.生态旅游，生态旅行（前往生态资源未被破坏的地方旅行）生态旅游                  eco-, 家, 生态. tourism, 旅游.      noun [ U ]uk/ˈiː.kəʊˌtʊə.rɪ.zəm/ us/ˈiː.koʊˌtʊr.ɪ.zəm/   the business of organizing holidays to places of natural beauty in a way that helps local people and does not damage the environment生态旅游          ecotourism",,
66,,rangeland,/ˈreɪndʒˌlænd/,n.牧场牧场 ，放牧地                                 rangeland,n.牧场牧场 ，放牧地                                 rangeland,,
67,,straitjacket,/ˈstreɪtdʒækɪt/,n.紧身衣vt.约束（等于strait-jacket）紧身衣，约束，=straightjacket.,n.紧身衣vt.约束（等于strait-jacket）紧身衣 ，约束 ，=straightjacket. ，束缚物                        noun [,,
68,,besieged,/bɪˈsiːdʒd/,v.被包围；被困扰（besiege的过去分词）原型:besieged 是 besiege 的过去式和过去分词被包围的 ，动词besiege的过去式和过去分词.                                 besieged,v.被包围；被困扰（besiege的过去分词）原型:besieged 是 besiege 的过去式和过去分词被包围的 ，动词besiege的过去式和过去分词.                                 besieged,,
69,GRE,appellation,/ˌæpəˈleɪʃ(ə)n/,n.称呼；名称；名目名称 ，称呼,n.称呼；名称；名目名称 ，称呼,,
70,,two-parent,,[网络]父母双方一起抚养                                two-parent,[网络]父母双方一起抚养                                two-parent,,
71,,reinforcer,/ˌriɪnˈfɔrsər; ˌriɪnˈforsər/,n.增强剂；加强件；增强材料,n.增强剂；加强件；增强材料；强化刺激增强剂 ，强化刺激                                 reinforcer,,
72,,spiritualism,/ˈspɪrɪtʃuəlɪzəm/,"n.灵性；唯心论；招魂说灵性 ，唯心论 ，招魂说                  spiritual, 灵魂的, -ism, 主义, 思想, 行为.      noun [ U ]uk/ˈspɪr.ɪ.tʃu.əl.ɪ.zəm/ us/ˈspɪr.ə.tʃu.əl.ɪ.zəm/   the belief that living people can communicate with people who have died（认为生者可与死者交流的）招魂说，通灵          spiritualism","n.灵性；唯心论；招魂说灵性 ，唯心论 ，招魂说                  spiritual, 灵魂的, -ism, 主义, 思想, 行为.      noun [ U ]uk/ˈspɪr.ɪ.tʃu.əl.ɪ.zəm/ us/ˈspɪr.ə.tʃu.əl.ɪ.zəm/   the belief that living people can communicate with people who have died（认为生者可与死者交流的）招魂说，通灵          spiritualism",,
73,,elitist,/eɪˈliːtɪstˌɪˈliːtɪst/,"n.优秀人才；杰出人物adj.优秀人才的；杰出人才的杰出人物 词性：形容词 , 名词                        adjectiveuk/iˈliː.tɪst/ us/iˈliː.tɪst/ mainly disapproving  organized for the good of a few people who have special interests or abilities精英统治的","n.优秀人才；杰出人物adj.优秀人才的；杰出人才的杰出人物 词性：形容词 , 名词                        adjectiveuk/iˈliː.tɪst/ us/iˈliː.tɪst/ mainly disapproving  organized for the good of a few people who have special interests or abilities精英统治的；精英主义的",,
74,,inventiveness,/ɪnˈventɪvnəs/,n.创造性；发明的才能创造力 ，发明创造能力                  【反】ingenuity（n.独创性）－lack of inventiveness（缺乏创造力）               inventiveness,n.创造性；发明的才能创造力 ，发明创造能力                  【反】ingenuity（n.独创性）－lack of inventiveness（缺乏创造力）               inventiveness,,
75,,impactful,/ɪmˈpæktfl/,adj.有效的；有力的有效的 ，有冲击力的                        adjectiveuk/ɪmˈpækt.fəl/ us/ɪmˈpækt.fəl/   having a powerful effect on a situation or person有效的，有影响力的,adj.有效的；有力的有效的 ，有冲击力的                        adjectiveuk/ɪmˈpækt.fəl/ us/ɪmˈpækt.fəl/   having a powerful effect on a situation or person有效的，有影响力的,,
76,,wildebeest,/ˈwɪldəbiːst/,"n.羚羊的一种；牛羚（又名角马）（产于非洲）名词                  来自南非荷兰语, 即 wild beast. 用于指牛羚, 角马等.      noun [ C ]uk/ˈwɪl.də.biːst/ us/ˈwɪl.də.biːst/ plural wildebeest or wildebeests  a large","n.羚羊的一种；牛羚（又名角马）（产于非洲）名词                  来自南非荷兰语, 即 wild beast. 用于指牛羚, 角马等.      noun [ C ]uk/ˈwɪl.də.biːst/ us/ˈwɪl.də.biːst/ plural wildebeest or wildebeests  a large",,
